text,label,theme,sentiment,date,source,Facility
"My sister is a diabetic whose sugar is controlled by her diet.  On 2/20/20 the hospital did numerous tests that morning; ultrasound, EEG, MRI, ultrasound on her legs.  She ate a delayed breakfast at approx 11:20 AM  The nurse took her sugar at 12XX PM (151 reading) and gave her insulin, inspite of us telling her she does not take diabetes medication.  And she had just finish eating.  This was inappropriate.  Her name was nurse Linda or Laura",4,"Emotional Support, Pain Management, Medication",-0.5,6/12/2025,Google,Kaiser Permanente
"I want to extend a special thanks to my nurse Emily in the cardio unit!  She was very attentive and give me the best care I have ever had in a hospital - I can't be sure - but I think I was in 310 A please if you can, give Emily a special thank you from me for excellent care.  Johnm Ravona Also, this is the first hospital that I really enjoyed the food  - it was surprisingly very tasty!  Thank you for an exceptional visit and excellent care",0,Staff (Emotional Support),1,9/27/2024,Google,Kaiser Permanente
"1.  Olive, Debbie, & Joanne provided excellent care.  Crystal to the night shift male CNA also  2.  Communication needs to be better.  I understand hippa & during covid there was no visitors. But when you have surgery as an inpatient they should be ask to let your spouse know via phone that you are ok. The nurse can take a call in your room & ask if they can relay into to the person. That part was the worst. No care for the family members.",3,Emotional Support (Communication),0,7/17/2024,Yelp,Kaiser Permanente
"Everything was perfect except for an extended/unnecessary 5 hour wait in the recovery room.  The staff kept telling me room ""was almost ready.""  I finally was moved to my room about 5:30 pm I was terribly thirsty dry mouth - the 5 - 7 pm night nurses were impossible slow in getting me water.  My niece finally had to track down someone to get them to do so.  From 7 pm on the next morning when I checked out/was discharged it was all perfect!",3,Wait Time,0,3/10/2025,Yelp,Kaiser Permanente
The nurses are very loud at night.  They also talked negatively about me in the hallway where I could hear.  One nurse who did my paperwork to go home refused to help me with my bedpan use because my menstrual was down and said she couldn't deal with it and asked Kelvin when I was leaving hopfully really soon.  Head nurse had no understanding and was awful.  Worst experience ever.  I wanted to shower they were awful.  Very unprofessional.,4,"Emotional Support, Bedside Manners (Other: Respectful Communication)",-0.5,1/19/2025,Google,Kaiser Permanente
Emergency room:  Very poor - I was in tremendous pain and sat in ER over an hour  Poor treatment 5:00 PM to 3 AM before getting to my room  Discharge - had catheter and could only go little in urinal.  Found out later catheter should not have been pulled out for at least a week to heal now permanent self catheterizing myself indefinitely.  3 days later I had to go to emergency and FOlsom Hosp.  In emergency 2 hours only and into my room.,4,"Safety, Pain Management",-0.5,2/1/2025,Google,Kaiser Permanente
"I am the mother of a 42 yr old daughter w/ very special needs  The staff on the medical unit that cared for Melissa were really phenomenal.  I loved how you do team nursing.  Any need that came up was quickly addressed.  Truly impressed with everyone - exceptional care provided by Olga, Christine & Sam.  Lisa & Jackie - nursing assts.  Silvia, Mary & Brook were great also.  Huge thank you to Silvia for the great shower you gave Melissa!!",0,Staff,1,12/7/2024,Yelp,Kaiser Permanente
"(1) Dr. Jak Brah Emerg rm + his staff, provided urgent care during my treatment and med evaluation.  I was treated well with respect from all.  (2) I commend Dr. S. Nijjar attending phy. and nurses + other staff for treatment and help given me during my hospitalization.  All were caring and Dr. Nijjar gave me special counsel regarding how to improve my health and help relieve pain control, B/P, etc.  I am currently following his advise.",1,Staff,0.5,12/2/2024,X/Twitter,Kaiser Permanente
Good for the most part.  Had one nurse very rude and acted like I was an inconvenience.  I was told I would be helped with disability for the time I was in there and then two weeks after I got sent home but at discharge they acted like they knew nothing about it and would not find someone who knew how to help me.  So now I am trying to make up for lost income when I should have had disability to cover it.  Very disappointed in the help.,3,"Emotional Support, Staff",0,1/31/2025,X/Twitter,Kaiser Permanente
"I suggest nurses on training to be advised by staff not to be unsure of what they're doing and to not discuss their uncertainty in front of the patient, as that creates confusion + anxiety that's totally unwanted.  Be discreet in discussing patient care and if they have to address it with the patients themselves, to not use medical terminology that's more confusing to the patients; use of big medical terminology to patients don't help.",4,"Staff (Communication, Emotional Support)",-0.5,11/1/2024,Yelp,Kaiser Permanente
I had contracted Covid-19 on 3/6/20 and was under the CDC phone contact twice daily.  I complained to CDC that I hadn't eaten for two days and had difficulty breathing.  Dr. Sission called me Sat. March 7.  She recommended that I go to ER at Sutter for observation.  Sutter via ambulance; Sutter staff also cared for me and fortunately I recovered.  I was very pleased with the outcome and care I received from Sutter Hospital.  Thank you.,1,"Emotional Support, Staff, Safety",0.5,9/26/2024,X/Twitter,Kaiser Permanente
"When having to make my 1st bowel movement, I called for the nurse then waited 15 minutes and got up to use the bathroom myself.  I tried to wipe on my own and was unable to, I called for the nurse.  Sat on toilet about 15 minutes when the nurse walked in surprised to see me in bathroom.  Advised of my BM and was told she'd be right back.  Waited another 20 minutes and called for nurse again.  It took about an hour waiting to be wiped.",4,"Emotional Support, Staff (Bedside Manners), Care",-0.5,8/9/2024,X/Twitter,Kaiser Permanente
"My experience surpassed my very high expectations  All the staff were incredible!  My nurses Melissa, Maria, Kerry, Shelly, Paige, Valle, Adele were so great as were all the other nurses supporting them.  I felt safe, informed, and supported through one of the most important, scary & exciting times of my life.  Thank you so much.  From the time I walked into the time we left I felt like a VIP  Thank you for making me feel so at home.",1,Staff,0.5,9/26/2024,Google,Kaiser Permanente
"The departmental services were all very well co-ordinated. I had visits from the nutrition department, home health service for home ergonomic needs, specialty physicians, the hospitalists who appraised me of my on-going medical care and attentive nurses & lab technician checking constantly with their vigilance, as well as all the diagnostic tests administered to me.  I felt I was provided with the utmost care during my week-long stay",0,Coordination/Services,1,5/9/2025,Google,Kaiser Permanente
Instructions were not clear in regards to not leaving the hospital because of COVID 19.  We weren't prepared because staff did not explicitly tell us we weren't allowed to leave under any circumstances during out stay.  Also the only area we could go outside was the courtyard.  The yard had ICU exhaust vents from COVID 19 patients blowing into the yard.  Now warning signs posted or assurance that filters were changed and up to date.,4,Safety (specifically related to COVID-19 protocols),-0.5,4/2/2025,Google,Kaiser Permanente
